Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","100","Bulgaria","5510","Production","02291","Raw milk of sheep","2022","2022","t","56660","A","Official figure"
"EI","Emissions intensities","100","Bulgaria","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.4139","E","Estimated value"
"EI","Emissions intensities","100","Bulgaria","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","37.4882","E","Estimated value"
"EI","Emissions intensities","100","Bulgaria","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","90580","A","Official figure"
"EI","Emissions intensities","100","Bulgaria","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","86.0468","E","Estimated value"
"EI","Emissions intensities","100","Bulgaria","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","1.5028","E","Estimated value"
"EI","Emissions intensities","100","Bulgaria","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","127.7827","E","Estimated value"
"EI","Emissions intensities","100","Bulgaria","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","85030","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1163","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","550.1637","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","F1718","Cereals excluding rice","2022","2022","t","4731890.01","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","3.3802","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","1483.8625","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","0113","Rice","2022","2022","t","438982.38","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","84.1881","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","10874.7514","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","129172","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","13.9779","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","3148.3052","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","02211","Raw milk of cattle","2022","2022","t","225235","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","125.465","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","3374.0049","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","26892","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","3.7081","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","489.9612","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","02292","Raw milk of goats","2022","2022","t","132132","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","92.343","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","2181.4188","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","23623","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","02291","Raw milk of sheep","2022","2022","kg CO2eq/kg","3.5327","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2022","2022","kt","274.751","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","02291","Raw milk of sheep","2022","2022","t","77773.62","I","Imputed value"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","02293","Raw milk of camel","2022","2022","kg CO2eq/kg","14.2265","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","02293","Raw milk of camel","2022","2022","kt","3.8015","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","02293","Raw milk of camel","2022","2022","t","267.21","I","Imputed value"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","1.0148","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","153.1419","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","150905","A","Official figure"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.4937","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","102.0719","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","68333.33","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","2.2529","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","504.9271","E","Estimated value"
"EI","Emissions intensities","854","Burkina Faso","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","224126.75","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1911","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","62.1477","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","F1718","Cereals excluding rice","2022","2022","t","325197.14","E","Estimated value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","0.9472","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","120.7572","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","0113","Rice","2022","2022","t","127483.87","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","75.4663","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","1151.0231","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","15252.15","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","4.1948","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","258.2143","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","02211","Raw milk of cattle","2022","2022","t","61555.56","E","Estimated value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","66.8382","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","627.9936","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","9395.73","E","Estimated value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","2.9147","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","145.4931","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","02292","Raw milk of goats","2022","2022","t","49916.45","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","173.8185","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","134.831","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","775.7","E","Estimated value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","02291","Raw milk of sheep","2022","2022","kg CO2eq/kg","14.1922","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2022","2022","kt","19.8543","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","02291","Raw milk of sheep","2022","2022","t","1398.96","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.9941","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","8.2974","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","8346.36","I","Imputed value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.8904","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","4.2834","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","2265.86","E","Estimated value"
"EI","Emissions intensities","108","Burundi","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","22.0657","E","Estimated value"
"EI","Emissions intensities","108","Burundi","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","246.6345","E","Estimated value"
"EI","Emissions intensities","108","Burundi","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","11177.3","I","Imputed value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","13.3157","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","2.9508","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","F1718","Cereals excluding rice","2022","2022","t","221.6","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","41.1479","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","29.4668","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","716.12","I","Imputed value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","2.8737","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","12.8137","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","02211","Raw milk of cattle","2022","2022","t","4459","A","Official figure"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","14.467","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","9.2089","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","636.55","I","Imputed value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","4.2638","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","23.5065","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","02292","Raw milk of goats","2022","2022","t","5513","A","Official figure"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","48.5188","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","4.1765","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","86.08","I","Imputed value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","2.6658","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","1.2922","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","484.73","I","Imputed value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.7438","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","1.9659","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","2642.91","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","7.2834","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","18.3461","E","Estimated value"
"EI","Emissions intensities","132","Cabo Verde","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","2518.89","I","Imputed value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.075","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","87.2642","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","F1718","Cereals excluding rice","2022","2022","t","1163000","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","1.3571","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","15775.0062","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","0113","Rice","2022","2022","t","11624000","A","Official figure"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","85.8647","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","4746.8557","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","55282.95","I","Imputed value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","15.9062","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","380.1838","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","02211","Raw milk of cattle","2022","2022","t","23901.56","I","Imputed value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","21112","Meat of buffalo, fresh or chilled","2022","2022","kg CO2eq/kg","188.5703","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","21112","Meat of buffalo, fresh or chilled","2022","2022","kt","1403.9622","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","7445.3","I","Imputed value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","1.5659","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","25.0035","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","15967.76","I","Imputed value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.4232","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","26.7993","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","18830.37","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","5.2806","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","534.6743","E","Estimated value"
"EI","Emissions intensities","116","Cambodia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","101251.76","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1331","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","466.061","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","F1718","Cereals excluding rice","2022","2022","t","3500602.84","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","1.0501","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","360.3075","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","0113","Rice","2022","2022","t","343102.63","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","60.9326","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","7355.0282","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","120707.62","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","3.1515","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","647.8145","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","02211","Raw milk of cattle","2022","2022","t","205555.56","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","48.0179","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","1280.5128","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","26667.41","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","4.6676","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","279.6785","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","02292","Raw milk of goats","2022","2022","t","59919.73","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","34.9128","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","580.4324","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","16625.18","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","02291","Raw milk of sheep","2022","2022","kg CO2eq/kg","10.6246","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2022","2022","kt","200.9583","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","02291","Raw milk of sheep","2022","2022","t","18914.42","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","1.2792","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","157.4427","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","123079.61","I","Imputed value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.83","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","73.2894","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","88304.67","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","11.5048","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","558.6731","E","Estimated value"
"EI","Emissions intensities","120","Cameroon","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","48560.1","I","Imputed value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.2159","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","13946.226","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","F1718","Cereals excluding rice","2022","2022","t","64606988","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","15.1418","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","20875.2681","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1378656","A","Official figure"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","0.5589","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","5445.3591","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","02211","Raw milk of cattle","2022","2022","t","9742541","A","Official figure"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","5.4487","E","Estimated value"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","13.5266","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","226.7064","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","16760","A","Official figure"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.3415","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","468.1217","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","1370850","A","Official figure"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.4533","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","282.796","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","623902","X","Figure from international organizations"
"EI","Emissions intensities","124","Canada","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","2.4659","E","Estimated value"
"EI","Emissions intensities","124","Canada","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","5579.727","E","Estimated value"
"EI","Emissions intensities","124","Canada","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","2262744","A","Official figure"
"EI","Emissions intensities","136","Cayman Islands","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","3.0231","E","Estimated value"
"EI","Emissions intensities","136","Cayman Islands","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","1.5823","E","Estimated value"
